accuracy,f1,train_final_accuracy,lr,epochs,batch_size,layers,run,rank
0.9760976097609761,0.9759342961897307,0.9862960143212823,0.003,20,64,"[128, 64, 10]",run_001,1
0.9744974497449745,0.9743596219241606,0.9879421387271343,0.001,10,64,"[128, 64, 10]",run_005,2
0.9733973397339734,0.9732524132767388,0.9831272248400172,0.003,10,64,"[256, 128, 10]",run_004,3
0.9730973097309731,0.972913935646598,0.9785798061688512,0.003,10,64,"[128, 64, 10]",run_003,4
0.9730973097309731,0.972913935646598,0.9785798061688512,0.003,10,64,"[128, 64, 10]",run_007,5
0.972997299729973,0.9728091574096303,0.9804316961254347,0.003,10,64,"[128, 64, 10]",run_006,6
0.970997099709971,0.97078491193852,0.9774480956398279,0.003,10,64,"[128, 10]",run_002,7
0.9685968596859686,0.968463724693169,0.9795674808123624,0.003,10,64,"[128, 64, 32, 10]",run_009,8
0.9682968296829683,0.968157089980185,0.9769542583180724,0.003,8,64,"[64, 10]",run_008,9
